nsn,fsc,niin,nomenclature,inc,sos,cancelled,cancelled_niin,amc,amsc,aac,competable,competability_notes,unit_price,ui,slc,ciic,dmil,hmic,hcc,crit_cd,approved_cage,approved_part,cage_company,cage_city,cage_state,cage_status,vendor_name,contact_name,contact_email,contact_phone,website,is_small_business,is_woman_owned,is_veteran_owned,qty,delivery_days,solicitation,purchase_request,source_file
1680-00-453-7877,1680,004537877,"PARTS KIT,CYLINDER,CLUTCH AND BR",77777,SMS,false,,1,C,,true,"Competitive, restrictive terms",$463.74,EA,0,U,,,,,81873,KD30002200AF,WOODWARD HRT INC,VALENCIA,CA,A,,,,,,,,,,,,,as260723.txt
1680-00-792-9233,1680,007929233,"SENSOR ASSY,SKIN TE",77777,SMS,false,,,,,unknown,No MOE rule,"$4,582.14",EA,0,U,,,,,22373,969-0032-001,HONEYWELL INTERNATIONAL INC. DBA HONEYWELL AEROSPACE DIV AEROSPACE-OLATHE,OLATHE,KS,A,,,,,,,,,,,,,as260723.txt
1680-00-792-9233,1680,007929233,"SENSOR ASSY,SKIN TE",77777,SMS,false,,,,,unknown,No MOE rule,"$4,582.14",EA,0,U,,,,,25583,969-0032-001,"ACRON AVIATION, INC.",GRAND RAPIDS,MI,A,,,,,,,,,,,,,as260723.txt
1680-00-792-9233,1680,007929233,"SENSOR ASSY,SKIN TE",77777,SMS,false,,,,,unknown,No MOE rule,"$4,582.14",EA,0,U,,,,,97896,969-0032-001,HONEYWELL INTERNATIONAL INC. DBA HONEYWELL,REDMOND,WA,A,,,,,,,,,,,,,as260723.txt
1680-01-011-8060,1680,010118060,"SHAFT ASSEMBLY,ACTUATOR",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,12511,AA8586,SIMMONDS PRECISION PRODUCTS INC,VERGENNES,VT,A,,,,,,,,,,,,,as260723.txt
1680-01-056-4295,1680,010564295,"COUPLING,TENSION REGULATOR",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,25693,R8436,MEGGITT SAFETY SYSTEMS INC,SIMI VALLEY,CA,A,,,,,,,,,,,,,as260723.txt
1680-01-093-2396,1680,010932396,"GRIP ASSEMBLY,CONTROLLER,AIRCRAF",19339,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,81579,PM22604-2,MASON ELECTRIC CO. DBA MASON CONTROLS,SYLMAR,CA,A,,,,,,,,,,,,,as260723.txt
1680-01-136-0475,1680,011360475,"PISTON,LATCH",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,86090,28589,EATON CORPORATION DBA AIRFRAME,IRVINE,CA,A,,,,,,,,,,,,,as260723.txt
1680-01-216-9497,1680,012169497,"SKIRT,PEDAL",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,8V613,7-311521004-19,THE BOEING COMPANY,MESA,AZ,A,,,,,,,,,,,,,as260723.txt
1680-01-525-4817,1680,015254817,"OVERHAUL KIT,RECEPTION COUPLING",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,53247,211960,"PRODUCTS SUPPORT, LLC DBA VITESSE SYSTEMS - JESSUP, MD",JESSUP,MD,A,,,,,,,,,,,,,as260723.txt
1680-01-546-4118,1680,015464118,"RADOME-SIDE,AIRCRAF",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,25223,092-00664-001,AXILLON AEROSPACE (BALTIMORE) INC.,BALTIMORE,MD,A,,,,,,,,,,,,,as260723.txt
1680-01-546-4118,1680,015464118,"RADOME-SIDE,AIRCRAF",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,26512,C1001B9001-1,NORTHROP GRUMMAN SYSTEMS CORPORATION,BETHPAGE,NY,A,,,,,,,,,,,,,as260723.txt
1680-01-551-4353,1680,015514353,"LCD ASSY,AIRCRAFT,M",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,07187,8531136-901,HONEYWELL INTERNATIONAL INC. DBA HONEYWELL INTERNATIONAL,PHOENIX,AZ,A,,,,,,,,,,,,,as260723.txt
1680-01-576-3917,1680,015763917,"BUFFER,AIRCRAFT,MAT",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,97499,449-010-105-101,BELL TEXTRON INC,FORT WORTH,TX,A,,,,,,,,,,,,,as260723.txt
1680-01-581-8041,1680,015818041,"DIVERTER STRIP,AIRC",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,61391,60979-449,"LIGHTNING DIVERSION SYSTEMS, LLC DBA LIGHTNING DIVERSION SYSTEMS",HUNTINGTON BEACH,CA,A,,,,,,,,,,,,,as260723.txt
1680-01-581-8041,1680,015818041,"DIVERTER STRIP,AIRC",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,70974,60979-449,NORTHROP GRUMMAN SYSTEMS CORPORATION,MELBOURNE,FL,A,,,,,,,,,,,,,as260723.txt
1680-01-585-4775,1680,015854775,"PRESSURE HYD,AIRCRA",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,81205,1225P6-2,THE BOEING COMPANY DIV DEFENSE,TUKWILA,WA,A,,,,,,,,,,,,,as260723.txt
1680-01-585-4775,1680,015854775,"PRESSURE HYD,AIRCRA",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,98087,1225P6-2,ITT AEROSPACE CONTROLS LLC DBA ITT AEROSPACE CONTROLS UNIT S,VALENCIA,CA,A,,,,,,,,,,,,,as260723.txt
1680-01-618-0270,1680,016180270,"SEAT,AIRCRAFT",11554,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,54786,127910-1,BAE SYSTEMS LAND & ARMAMENTS L.P.,PHOENIX,AZ,A,,,,,,,,,,,,,as260723.txt
1680-01-627-7415,1680,016277415,"COVER,VENTILATORY",60350,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,55820,4508697,RTX CORPORATION DIV PRATT & WHITNEY,JUPITER,FL,A,,,,,,,,,,,,,as260723.txt
1680-01-643-0812,1680,016430812,NAME PLATE REEL,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,72429,149-4122-10,MISSION SYSTEMS DAVENPORT INC.,DAVENPORT,IA,A,,,,,,,,,,,,,as260723.txt
1680-01-654-7221,1680,016547221,"INSULATION BLANKET,CABIN,AIRCRAF",51635,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,81205,411T0040-6,THE BOEING COMPANY DIV DEFENSE,TUKWILA,WA,A,,,,,,,,,,,,,as260723.txt
1680-01-733-6214,1680,017336214,"FUEL LINE,AIRCRAFT",52598,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,72429,433210662,MISSION SYSTEMS DAVENPORT INC.,DAVENPORT,IA,A,,,,,,,,,,,,,as260723.txt
1680-99-906-7962,1680,999067962,,,,false,,,,,unknown,No MOE rule,,,,,,,,,U1918,43324646,MISSION SYSTEMS WIMBORNE LIMITED DIV COBHAM MISSION SYSTEMS WIMBORNE LTD,WIMBORNE,DORSET,A,,,,,,,,,,,,,as260723.txt
1680-LL-SNS-A263,1680,LLSNSA263,,,,false,,,,,unknown,No MOE rule,,,,,,,,,0D9X5,36011,CARP INDUSTRIES CORP DBA CARP COASTAL MARINE & RV,GRANT,FL,A,CARP INDUSTRIES CORP,BILL CARPENTER,bcarpenter@carpindustries.com,3219521303,http://www.carpindustries.com,f,f,f,,,,,as260723.txt
1680-LL-SNS-A263,1680,LLSNSA263,,,,false,,,,,unknown,No MOE rule,,,,,,,,,98810,36011,AEROSONIC LLC,CLEARWATER,FL,A,,,,,,,,,,,,,as260723.txt
1710-01-478-1569,1710,014781569,"CAM ASSEMBLY,LOWER,",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,35962,74A430615-1001,SAFRAN LANDING SYSTEMS CANADA INC.,AJAX,ON,A,,,,,,,,,,,,,as260723.txt
1710-01-478-1569,1710,014781569,"CAM ASSEMBLY,LOWER,",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,76301,74A430615-1001,THE BOEING COMPANY DIV DEFENSE,SAINT LOUIS,MO,A,,,,,,,,,,,,,as260723.txt
1710-01-550-4215,1710,015504215,"AMPLIFIER IN-LINE,L",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1MNB9,S7AC-PD1602,ELECTRO-SENSE OF PENNSYLVANIA INC DBA RDP ELECTROSENSE,POTTSTOWN,PA,A,ELECTRO-SENSE OF PENNSYLVANIA INC,CRAIG SOBEL,craig.sobel@rdpe.com,6104690850,http://www.rdpe.com,f,f,f,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,17661,626964-3R,HAMILL MANUFACTURING COMPANY DBA HAMILL MANUFACTURING CO,TRAFFORD,PA,A,HAMILL MANUFACTURING COMPANY,JOHN DALRYMPLE,david.huston@hamillmfg.com,7247442131,http://www.hamillmfg.com/,f,f,f,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,1C954,626964-3R,DONLEE PRECISION DIV DONLEE PRECISION,TORONTO,ON,A,,,,,,,,,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,1QX62,626964-3R,"INDUSTRIAL MARINE, INC.",JACKSONVILLE,FL,A,"INDUSTRIAL MARINE, INC.",JUSTIN HAWKINS,info@industrialmarineinc.com,9047814707,,f,f,f,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,20722,626964-3R,THE ENTWISTLE COMPANY LLC,HUDSON,MA,A,THE ENTWISTLE COMPANY LLC,DANIELLE FOSSA,dfossa@entwistleco.com,5084814000,http://www.entwistleco.com,f,f,f,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,58974,626964-3R,PENN STATE TOOL & DIE CORP,MOUNT PLEASANT,PA,A,PENN STATE TOOL & DIE CORP,DAVID BEST,davidb@pennstatetool.com,7246135534,,f,f,f,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,95169,626964-3R,CURTISS-WRIGHT FLOW CONTROL CORPORATION DBA CURTISS-WRIGHT FLOW CONTROL CO DIV TARGET ROCK DIVISION,FARMINGDALE,NY,A,,,,,,,,,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,96454,626964-3R,GENERAL TOOL COMPANY,CINCINNATI,OH,A,GENERAL TOOL COMPANY,MICHAEL BROGAN,SeanB@gentool.com,5137335500,https://www.gentool.com,f,f,f,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,L08M9,626964-3R,TRIUMPH GEAR SYSTEMS-TORONTO ULC DIV TRIUMPH GEAR SYSTEMS-TORONTO,TORONTO,ON,A,,,,,,,,,,,,,as260723.txt
1710-01-665-6304,1710,016656304,"PISTON,CONNECTOR",77777,SMS,true,014830637,,,,unknown,No MOE rule,,,,,,,,,L0JP2,626964-3R,NWI PRECISION TUBE ULC,TORONTO,ON,A,,,,,,,,,,,,,as260723.txt
1730-01-064-2889,1730,010642889,"JACK,HYDRAULIC,TRIPOD",19900,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,00994,782D1100,COLUMBUS JACK CORPORATION DIV COLUMBUS JACK,SWANTON,OH,A,COLUMBUS JACK CORPORATION,ALISON GOBLE,agoble@tronair.com,4198751113,www.tronair.com,f,f,f,,,,,as260723.txt
1730-01-131-4493,1730,011314493,"CAP ASSEMBLY,FILLER,VENTED",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,76301,7M710-1,THE BOEING COMPANY DIV DEFENSE,SAINT LOUIS,MO,A,,,,,,,,,,,,,as260723.txt
1730-01-131-4493,1730,011314493,"CAP ASSEMBLY,FILLER,VENTED",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,97576,FCS-M,LENZ INC DBA THE LENZ COMPANY,DAYTON,OH,A,,,,,,,,,,,,,as260723.txt
1730-01-246-6758,1730,012466758,"PLUG,INLET,HIRSS",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,66860,70700-20514-042,AIRBORNE INDUSTRIES INC.,BRANFORD,CT,A,AIRBORNE INDUSTRIES INC.,ANTHONY GENTILE,airborne.ind@snet.net,2033150200,https://www.airborneindustries.com,f,f,f,,,,,as260723.txt
1730-01-246-6758,1730,012466758,"PLUG,INLET,HIRSS",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,78286,70700-20514-042,SIKORSKY AIRCRAFT CORPORATION DBA SIKORSKY AIRCRAFT CORP,STRATFORD,CT,A,,,,,,,,,,,,,as260723.txt
1730-01-703-0460,1730,017030460,"COVER SET,AIRCRAFT GROUND SERVIC",28349,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0NDX3,KENUH60PITOT,KENNON PRODUCTS INC DBA KENNON,SHERIDAN,WY,A,KENNON PRODUCTS INC,BECKY COOPER,Becky@kennoncovers.com,3076752365,http://kennonproducts.com,t,f,f,,,,,as260723.txt
2030-01-652-8011,2030,016528011,"TILLER,BOAT",51481,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,58367,37306,"WILLARD MARINE, INC.",OCEANSIDE,CA,A,"WILLARD MARINE, INC.",JOE NANGLE,jnangle@willardmarine.com,7146662150,http://www.willardmarine.com,f,f,f,,,,,as260723.txt
2040-01-033-6671,2040,010336671,GUIDE SHOE,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,34228,052858 REV M,"L3 TECHNOLOGIES, INC. DIV L3 KEO",NORTHAMPTON,MA,A,,,,,,,,,,,,,as260723.txt
2040-01-033-6671,2040,010336671,GUIDE SHOE,77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,34228,885D052858,"L3 TECHNOLOGIES, INC. DIV L3 KEO",NORTHAMPTON,MA,A,,,,,,,,,,,,,as260723.txt
2040-01-486-3599,2040,014863599,"DOOR,METAL,MARINE STRUCTURAL",17274,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,88171,139CN-LEFT HAND,ELLISON BRONZE INC,FALCONER,NY,A,ELLISON BRONZE INC,TRACY HULTIN,thultin@ellisonbronze.com,7166656522,http://www.ellisonbronze.com,f,f,f,,,,,as260723.txt
2040-01-486-3599,2040,014863599,"DOOR,METAL,MARINE STRUCTURAL",17274,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,88171,139CN-LH,ELLISON BRONZE INC,FALCONER,NY,A,ELLISON BRONZE INC,TRACY HULTIN,thultin@ellisonbronze.com,7166656522,http://www.ellisonbronze.com,f,f,f,,,,,as260723.txt
2040-01-601-0263,2040,016010263,"COVER,LIGHT,MARINE",67383,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,A0461,D8412250,CALZONI SRL,CALDERARA DI RENO,BOLOGNA,A,,,,,,,,,,,,,as260723.txt
2040-01-651-3137,2040,016513137,"COVER,BOAT",39631,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1GTC0,9000074,WING INFLATABLES INC,ARCATA,CA,A,WING INFLATABLES INC,LAURA SICKLES,lsickles@winggroup.com,7078262887,http://www.winggroup.com,f,f,f,,,,,as260723.txt
2040-01-655-3226,2040,016553226,"HATCH,MARINE",17275,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,6KT72,12589935,BIRDON AMERICA INC,DENVER,CO,A,BIRDON AMERICA INC,JIM DUCKER,jimd@birdon.us,3033734203,,f,f,f,,,,,as260723.txt
2040-01-676-4716,2040,016764716,"MODIFICATION KIT,MARINE HARDWARE",45154,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0ACH0,43173-001,SMR ACQUISITION LLC,FENWICK,WV,A,,,,,,,,,,,,,as260723.txt
2040-01-676-4716,2040,016764716,"MODIFICATION KIT,MARINE HARDWARE",45154,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,66618,43173-001,AEF-PERFORMANCE LLC,PICAYUNE,MS,A,AEF-PERFORMANCE LLC,DEWAN WATTS,dewan.watts@aef-performance.com,6018899072,http://aef-performance.com/,f,f,f,,,,,as260723.txt
2040-01-716-3488,2040,017163488,"PLATE,MOUNTING",40223,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,8W9A9,8931716 REV- PC NO 37,"RE:BUILD CR, LLC",ROCK HILL,SC,A,"RE:BUILD CR, LLC",MEL CLAUSON,MClauson@composite-resources.com,6037814289,,f,f,f,,,,,as260723.txt
2040-01-716-3573,2040,017163573,"PLATE,MOUNTING",40223,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,8W9A9,8931716 REV- PC NO 9,"RE:BUILD CR, LLC",ROCK HILL,SC,A,"RE:BUILD CR, LLC",MEL CLAUSON,MClauson@composite-resources.com,6037814289,,f,f,f,,,,,as260723.txt
2040-01-716-3974,2040,017163974,"PLATE,MOUNTING",40223,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,8W9A9,8931716 REV- PC NO 40,"RE:BUILD CR, LLC",ROCK HILL,SC,A,"RE:BUILD CR, LLC",MEL CLAUSON,MClauson@composite-resources.com,6037814289,,f,f,f,,,,,as260723.txt
2040-01-716-9948,2040,017169948,"PLATE,MOUNTING",40223,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,8W9A9,8931716 REV- PC NO 42,"RE:BUILD CR, LLC",ROCK HILL,SC,A,"RE:BUILD CR, LLC",MEL CLAUSON,MClauson@composite-resources.com,6037814289,,f,f,f,,,,,as260723.txt
2090-01-133-7977,2090,011337977,WINDSHIELD WIPER ASSEMBLY,42063,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,21204,KS-9261,"CORNELL-CARR CO., INC.",MONROE,CT,A,"CORNELL-CARR CO., INC.",ERICK FEUCHT,erickf@cornellcarr.com,2032612529,www.cornell-carr.com,t,t,f,,,,,as260723.txt
2090-01-450-8615,2090,014508615,"WINDOW,MARINE",39081,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,21204,KS-27155-34 ITEM 1,"CORNELL-CARR CO., INC.",MONROE,CT,A,"CORNELL-CARR CO., INC.",ERICK FEUCHT,erickf@cornellcarr.com,2032612529,www.cornell-carr.com,t,t,f,,,,,as260723.txt
2090-01-473-0955,2090,014730955,"BLADDER,ACCUMULATOR,HYDRAULIC",28192,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0GFE1,95-00500 ITEM 2,"YOUNG ENGINEERING & MANUFACTURING, INC. DBA YOUNG ENGINEERING & MANUFACTURING INC",LAS VEGAS,NV,A,"YOUNG ENGINEERING & MANUFACTURING, INC.",ELEANOR MENDOZA,eleanor.m@youngeng.com,9096184515,,f,f,f,,,,,as260723.txt
2090-01-473-0955,2090,014730955,"BLADDER,ACCUMULATOR,HYDRAULIC",28192,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0GFE1,95-00515,"YOUNG ENGINEERING & MANUFACTURING, INC. DBA YOUNG ENGINEERING & MANUFACTURING INC",LAS VEGAS,NV,A,"YOUNG ENGINEERING & MANUFACTURING, INC.",ELEANOR MENDOZA,eleanor.m@youngeng.com,9096184515,,f,f,f,,,,,as260723.txt
2090-01-509-6731,2090,015096731,WINDSHIELD WIPER ASSEMBLY,42063,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0BJH3,Q3636-05 R3 S/N SV51749 002,IN MAR SYSTEMS INC,GONZALES,LA,A,IN MAR SYSTEMS INC,TOBY WHITFIELD,toby@inmarsystems.com,2256447063,,f,f,t,,,,,as260723.txt
2090-01-510-0891,2090,015100891,"LADDER,JACOB'S",02571,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,2E900,DB14-01800,COAST MARINE & INDUSTRIAL SUPPLY INC DBA COAST MARINE & INDUSTRIAL SUPPLY INC,SAN FRANCISCO,CA,A,COAST MARINE & INDUSTRIAL SUPPLY INC,JOSH SELLERS,COMARSF@aol.com,4156731923,http://www.coastmarineonline.com,f,f,t,,,,,as260723.txt
2090-01-559-9776,2090,015599776,"COVER,ANTI-CORROSION",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,3Z9L5,113083,SHIELD TECHNOLOGIES CORP DIV SHIELD TECHNOLOGIES CORPORATION,SAINT PAUL,MN,A,SHIELD TECHNOLOGIES CORP,MICHAEL BOUCHARD,orders@envelopcovers.com,6512893067,http://www.envelopcovers.com,f,f,f,,,,,as260723.txt
2090-01-609-6571,2090,016096571,"BLADDER,ACCUMULATOR,HYDRAULIC",28192,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,62144,13142-14,PARKER HANNIFIN CORPORATION DIV VILLAGE MARINE TECH,CARSON,CA,A,,,,,,,,,,,,,as260723.txt
2510-01-294-1846,2510,012941846,"WINDOW,VEHICULAR",36048,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,06YZ5,8585120,"BADGER TRUCK AND AUTOMOTIVE GROUP, INC.",BROOKFIELD,WI,A,"BADGER TRUCK AND AUTOMOTIVE GROUP, INC.",KRISTEN CARROLL,k.carroll@badgertruck.com,2627545542,www.badgertruck.com,f,f,f,,,,,as260723.txt
2510-01-294-1846,2510,012941846,"WINDOW,VEHICULAR",36048,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1YHH8,8585120,"JLG INDUSTRIES, INC.",MCCONNELLSBURG,PA,A,,,,,,,,,,,,,as260723.txt
2510-01-434-6139,2510,014346139,"FRAME,COOLER SCREEN",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,02978,E9AR106-077-2,RENK AMERICA LLC DIV RENK AMERICA,MUSKEGON,MI,A,,,,,,,,,,,,,as260723.txt
2510-01-434-6139,2510,014346139,"FRAME,COOLER SCREEN",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0L7R7,388010086,"TECMOTIV (USA), INC.",NIAGARA FALLS,NY,A,"TECMOTIV (USA), INC.",ARLENE JAMES,ajames@tecmotiv.com,7162821211,http://www.tecmotiv.com,f,f,f,,,,,as260723.txt
2510-01-435-7979,2510,014357979,"SCREEN,COOLER",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,02978,E9AR106-078,RENK AMERICA LLC DIV RENK AMERICA,MUSKEGON,MI,A,,,,,,,,,,,,,as260723.txt
2510-01-435-7979,2510,014357979,"SCREEN,COOLER",77777,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0L7R7,388010050-1,"TECMOTIV (USA), INC.",NIAGARA FALLS,NY,A,"TECMOTIV (USA), INC.",ARLENE JAMES,ajames@tecmotiv.com,7162821211,http://www.tecmotiv.com,f,f,f,,,,,as260723.txt
2510-01-454-2754,2510,014542754,"PARTS KIT,HOOD,ENGINE COMPARTMEN",46389,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,046U2,TLCMCV188,"PATTONAIR USA, INC. DBA INCORA",FORT WORTH,TX,A,,,,,,,,,,,,,as260723.txt
2510-01-572-2405,2510,015722405,"DOOR,VEHICULAR",36130,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,1YHH8,3380748,"JLG INDUSTRIES, INC.",MCCONNELLSBURG,PA,A,,,,,,,,,,,,,as260723.txt
2510-99-464-2470,2510,994642470,,,,false,,,,,unknown,No MOE rule,,,,,,,,,L07F6,HAL 72,"MED-ENG HOLDINGS, ULC",OTTAWA,ON,A,,,,,,,,,,,,,as260723.txt
2510-99-464-2470,2510,994642470,,,,false,,,,,unknown,No MOE rule,,,,,,,,,Z1B07,HAL 72,HIGHCOM LIMITED,SYMONSTON,ACT,A,,,,,,,,,,,,,as260723.txt
2520-01-142-3210,2520,011423210,"CAP,DUST,PROPELLER SHAFT",10960,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,95019,5-86-68,DANA CORP SPICER TRANSMISSION DIV,KNOXVILLE,TN,A,,,,,,,,,,,,,as260723.txt
2520-01-144-7308,2520,011447308,"YOKE,UNIVERSAL JOINT,VEHICULAR",52120,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,72447,6-4-2251,"DANA COMMERCIAL VEHICLE MANUFACTURING, LLC DBA DANA COMMERCIAL VEHICLE PRODUCTS",CROSSVILLE,TN,A,,,,,,,,,,,,,as260723.txt
2520-01-144-7308,2520,011447308,"YOKE,UNIVERSAL JOINT,VEHICULAR",52120,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,17DS301,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
2520-01-152-7756,2520,011527756,"BEAM ASSEMBLY,EQUALIZING",77777,SMS,true,011553615,,,,unknown,No MOE rule,,,,,,,,,6N039,007500-491,HENDRICKSON USA LLC,KENDALLVILLE,IN,A,,,,,,,,,,,,,as260723.txt
2520-01-152-7756,2520,011527756,"BEAM ASSEMBLY,EQUALIZING",77777,SMS,true,011553615,,,,unknown,No MOE rule,,,,,,,,,75Q65,1302000,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
2520-01-191-9517,2520,011919517,"YOKE,UNIVERSAL JOINT,VEHICULAR",52120,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,72447,6-4-6761X,"DANA COMMERCIAL VEHICLE MANUFACTURING, LLC DBA DANA COMMERCIAL VEHICLE PRODUCTS",CROSSVILLE,TN,A,,,,,,,,,,,,,as260723.txt
2520-01-191-9517,2520,011919517,"YOKE,UNIVERSAL JOINT,VEHICULAR",52120,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,1426340,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
2520-01-361-0592,2520,013610592,"HOUSING PART,TRANSMISSION,MECHAN",46511,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,076M6,29503271,AMZ ALABAMA INC.,ANNISTON,AL,A,AMZ ALABAMA INC.,SHANE BURNS,shane.burns@amzalabama.com,2813891976,,f,f,f,,,,,as260723.txt
2520-01-361-0592,2520,013610592,"HOUSING PART,TRANSMISSION,MECHAN",46511,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,0FW39,29503271,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP DBA DATA SYSTEMS INTERNATIONAL INC,FALLS CHURCH,VA,A,,,,,,,,,,,,,as260723.txt
2520-01-361-0592,2520,013610592,"HOUSING PART,TRANSMISSION,MECHAN",46511,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,73342,29554165,"ALLISON TRANSMISSION INC DBA ALLISON TRANSMISSION, INC",INDIANAPOLIS,IN,A,,,,,,,,,,,,,as260723.txt
2520-01-528-3169,2520,015283169,"HOUSING,TRANSMISSION,MECHANICAL",46512,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,73342,29544593,"ALLISON TRANSMISSION INC DBA ALLISON TRANSMISSION, INC",INDIANAPOLIS,IN,A,,,,,,,,,,,,,as260723.txt
2520-01-528-3169,2520,015283169,"HOUSING,TRANSMISSION,MECHANICAL",46512,SMS,false,,,,,unknown,No MOE rule,,,,,,,,,75Q65,12KP436,OSHKOSH DEFENSE LLC,OSHKOSH,WI,A,,,,,,,,,,,,,as260723.txt
2520-01-545-0390,2520,015450390,PROPELLER SHAFT WITH UNIVERSAL J,52091,SMS,true,014787612,,,,unknown,No MOE rule,,,,,,,,,78500,16XNS934D130,"MERITOR HEAVY VEHICLE SYSTEMS, LLC",TROY,MI,A,,,,,,,,,,,,,as260723.txt
